Years,Months,Dates,Hours,NL_load_
2010,2,18,4,10411
2010,2,18,5,11843
2010,2,18,6,14150
2010,2,18,7,15504
2010,2,18,8,16235
2010,2,18,9,16323
2010,2,18,10,16453
2010,2,18,11,16199
2010,2,18,12,16193
2010,2,18,13,15999
2010,2,18,14,15857
2010,2,18,15,15758
2010,2,18,16,15911
2010,2,18,17,16279
2010,2,18,18,16068
2010,2,18,19,15329
2010,2,18,20,14318
2010,2,18,21,13151
2010,2,18,22,12132
2010,2,18,23,10944
2010,2,19,0,10129
2010,2,19,1,9739
2010,2,19,2,9667
2010,2,19,3,9726
2010,2,19,4,10055
2010,2,19,5,11463
2010,2,19,6,13720
2010,2,19,7,15194
2010,2,19,8,16065
2010,2,19,9,16285
2010,2,19,10,16392
2010,2,19,11,16198
2010,2,19,12,16240
2010,2,19,13,16076
2010,2,19,14,15780
2010,2,19,15,15671
2010,2,19,16,15814
2010,2,19,17,15960
2010,2,19,18,15609
2010,2,19,19,14744
2010,2,19,20,13751
2010,2,19,21,12808
2010,2,19,22,11989
2010,2,19,23,10978
2010,2,20,0,10154
2010,2,20,1,9710
2010,2,20,2,9481
2010,2,20,3,9442
2010,2,20,4,9548
2010,2,20,5,9994
2010,2,20,6,10817
2010,2,20,7,11869
2010,2,20,8,13054
2010,2,20,9,13684
2010,2,20,10,13809
2010,2,20,11,13658
2010,2,20,12,13402
2010,2,20,13,13090
2010,2,20,14,12862
2010,2,20,15,12940
2010,2,20,16,13323
2010,2,20,17,14258
2010,2,20,18,14203
2010,2,20,19,13579
2010,2,20,20,12701
2010,2,20,21,12000
2010,2,20,22,11158
2010,2,20,23,10417
2010,2,21,0,9811
2010,2,21,1,9448
2010,2,21,2,9173
2010,2,21,3,9111
2010,2,21,4,9150
2010,2,21,5,9433
2010,2,21,6,9835
2010,2,21,7,10475
2010,2,21,8,11321
2010,2,21,9,12061
2010,2,21,10,12419
2010,2,21,11,12548
2010,2,21,12,12462
2010,2,21,13,12296
2010,2,21,14,12167
2010,2,21,15,12279
2010,2,21,16,13131
2010,2,21,17,14186
2010,2,21,18,14176
2010,2,21,19,13737
2010,2,21,20,12983
2010,2,21,21,12151
2010,2,21,22,11122
2010,2,21,23,10236
2010,2,22,0,9752
2010,2,22,1,9427
2010,2,22,2,9378
2010,2,22,3,9494
2010,2,22,4,9958
2010,2,22,5,11461
2010,2,22,6,13616
2010,2,22,7,15166
2010,2,22,8,15890
2010,2,22,9,16243
2010,2,22,10,16467
2010,2,22,11,16341
2010,2,22,12,16462
2010,2,22,13,16253
2010,2,22,14,16119
2010,2,22,15,16106
2010,2,22,16,16236
2010,2,22,17,16349
2010,2,22,18,16089
2010,2,22,19,15265
2010,2,22,20,14306
2010,2,22,21,13139
2010,2,22,22,12153
2010,2,22,23,11079
2010,2,23,0,10341
2010,2,23,1,10045
2010,2,23,2,9946
2010,2,23,3,10037
2010,2,23,4,10350
2010,2,23,5,11704
2010,2,23,6,13874
2010,2,23,7,15331
2010,2,23,8,16133
2010,2,23,9,16320
2010,2,23,10,16389
2010,2,23,11,16166
2010,2,23,12,16088
2010,2,23,13,15884
2010,2,23,14,15696
2010,2,23,15,15647
2010,2,23,16,15729
2010,2,23,17,16097
2010,2,23,18,16065
2010,2,23,19,15273
2010,2,23,20,14379
2010,2,23,21,13308
2010,2,23,22,12368
2010,2,23,23,11240
2010,2,24,0,10367
2010,2,24,1,10015
2010,2,24,2,9900
2010,2,24,3,9938
2010,2,24,4,10280
2010,2,24,5,11609
2010,2,24,6,13663
2010,2,24,7,15136
2010,2,24,8,15851
2010,2,24,9,16070
2010,2,24,10,16052
2010,2,24,11,15802
2010,2,24,12,15837
2010,2,24,13,15726
2010,2,24,14,15600
2010,2,24,15,15571
2010,2,24,16,15636
2010,2,24,17,15699
2010,2,24,18,15634
2010,2,24,19,14954
2010,2,24,20,14216
2010,2,24,21,13107
2010,2,24,22,12139
2010,2,24,23,10999
2010,2,25,0,10229
2010,2,25,1,9899
2010,2,25,2,9788
2010,2,25,3,9830
2010,2,25,4,10225
2010,2,25,5,11583
2010,2,25,6,13695
2010,2,25,7,15185
2010,2,25,8,15909
2010,2,25,9,16166
2010,2,25,10,16240
2010,2,25,11,16059
2010,2,25,12,15895
2010,2,25,13,15680
2010,2,25,14,15568
2010,2,25,15,15461
2010,2,25,16,15476
2010,2,25,17,15844
2010,2,25,18,15815
2010,2,25,19,15127
2010,2,25,20,14119
2010,2,25,21,12955
2010,2,25,22,12009
2010,2,25,23,10918
2010,2,26,0,10182
2010,2,26,1,9866
2010,2,26,2,9746
2010,2,26,3,9752
2010,2,26,4,10112
2010,2,26,5,11406
2010,2,26,6,13283
2010,2,26,7,14791
2010,2,26,8,15598
2010,2,26,9,15873
2010,2,26,10,15927
2010,2,26,11,15761
2010,2,26,12,15805
2010,2,26,13,15659
2010,2,26,14,15402
2010,2,26,15,15230
2010,2,26,16,15288
2010,2,26,17,15571
2010,2,26,18,15463
2010,2,26,19,14705
2010,2,26,20,13650
2010,2,26,21,12708
2010,2,26,22,11995
2010,2,26,23,10938
2010,2,27,0,10094
2010,2,27,1,9607
2010,2,27,2,9401
2010,2,27,3,9335
2010,2,27,4,9388
2010,2,27,5,9855
2010,2,27,6,10565
2010,2,27,7,11694
2010,2,27,8,12973
2010,2,27,9,13624
2010,2,27,10,13828
2010,2,27,11,13626
2010,2,27,12,13275
2010,2,27,13,12947
2010,2,27,14,12708
2010,2,27,15,12801
2010,2,27,16,13082
2010,2,27,17,13840
2010,2,27,18,13944
2010,2,27,19,13370
2010,2,27,20,12575
2010,2,27,21,11882
2010,2,27,22,11094
2010,2,27,23,10296
2010,2,28,0,9537
2010,2,28,1,9123
2010,2,28,2,8935
2010,2,28,3,8852
2010,2,28,4,8854
2010,2,28,5,9095
2010,2,28,6,9454
2010,2,28,7,10268
2010,2,28,8,11263
2010,2,28,9,11979
2010,2,28,10,12307
2010,2,28,11,12583
2010,2,28,12,12610
2010,2,28,13,12495
2010,2,28,14,12330
2010,2,28,15,12514
2010,2,28,16,13366
2010,2,28,17,14234
2010,2,28,18,14328
2010,2,28,19,13900
2010,2,28,20,13155
2010,2,28,21,12295
2010,2,28,22,11165
2010,2,28,23,9869
2010,3,1,0,9624
2010,3,1,1,9582
2010,3,1,2,9889
2010,3,1,3,10786
2010,3,1,4,12116
2010,3,1,5,13587
2010,3,1,6,14801
2010,3,1,7,15485
2010,3,1,8,15712
2010,3,1,9,15726
2010,3,1,10,15707
2010,3,1,11,15590
2010,3,1,12,15504
2010,3,1,13,15424
2010,3,1,14,15312
2010,3,1,15,15504
2010,3,1,16,15568
2010,3,1,17,15432
2010,3,1,18,15055
2010,3,1,19,14154
2010,3,1,20,13094
2010,3,1,21,12015
2010,3,1,22,11109
2010,3,1,23,10458
2010,3,2,0,10075
2010,3,2,1,9981
2010,3,2,2,10253
2010,3,2,3,11084
2010,3,2,4,12317
2010,3,2,5,13740
2010,3,2,6,14928
2010,3,2,7,15583
2010,3,2,8,15810
2010,3,2,9,15739
2010,3,2,10,15640
2010,3,2,11,15490
2010,3,2,12,15367
2010,3,2,13,15289
2010,3,2,14,15182
2010,3,2,15,15408
2010,3,2,16,15509
2010,3,2,17,15392
2010,3,2,18,15046
2010,3,2,19,14126
2010,3,2,20,13071
2010,3,2,21,12010
2010,3,2,22,11107
2010,3,2,23,10473
2010,3,3,0,10110
2010,3,3,1,10034
2010,3,3,2,10320
2010,3,3,3,11143
2010,3,3,4,12382
2010,3,3,5,13796
2010,3,3,6,14973
2010,3,3,7,15623
2010,3,3,8,15821
2010,3,3,9,15752
2010,3,3,10,15652
2010,3,3,11,15537
2010,3,3,12,15473
2010,3,3,13,15442
2010,3,3,14,15426
2010,3,3,15,15583
2010,3,3,16,15617
2010,3,3,17,15461
2010,3,3,18,15035
2010,3,3,19,14188
2010,3,3,20,13127
2010,3,3,21,12055
2010,3,3,22,11143
2010,3,3,23,10470
2010,3,4,0,10105
2010,3,4,1,9998
2010,3,4,2,10271
2010,3,4,3,11075
2010,3,4,4,12329
2010,3,4,5,13726
2010,3,4,6,14851
2010,3,4,7,15502
2010,3,4,8,15694
2010,3,4,9,15657
2010,3,4,10,15592
2010,3,4,11,15468
2010,3,4,12,15343
2010,3,4,13,15267
2010,3,4,14,15165
2010,3,4,15,15390
2010,3,4,16,15539
2010,3,4,17,15433
2010,3,4,18,15072
2010,3,4,19,14162
2010,3,4,20,13064
2010,3,4,21,11969
2010,3,4,22,11077
2010,3,4,23,10418
2010,3,5,0,10033
2010,3,5,1,9944
2010,3,5,2,10198
2010,3,5,3,10974
2010,3,5,4,12199
2010,3,5,5,13620
2010,3,5,6,14847
2010,3,5,7,15544
2010,3,5,8,15793
2010,3,5,9,15760
2010,3,5,10,15691
2010,3,5,11,15622
2010,3,5,12,15554
2010,3,5,13,15534
2010,3,5,14,15564
2010,3,5,15,15684
2010,3,5,16,15661
2010,3,5,17,15336
2010,3,5,18,14708
2010,3,5,19,13835
2010,3,5,20,12839
2010,3,5,21,11897
2010,3,5,22,11056
2010,3,5,23,10353
2010,3,6,0,9888
2010,3,6,1,9648
2010,3,6,2,9624
2010,3,6,3,9820
2010,3,6,4,10327
2010,3,6,5,11158
2010,3,6,6,12092
2010,3,6,7,12870
2010,3,6,8,13373
2010,3,6,9,13479
2010,3,6,10,13330
2010,3,6,11,13100
2010,3,6,12,12828
2010,3,6,13,12715
2010,3,6,14,12803
2010,3,6,15,13233
2010,3,6,16,13625
2010,3,6,17,13725
2010,3,6,18,13527
2010,3,6,19,12863
2010,3,6,20,12042
2010,3,6,21,11262
2010,3,6,22,10543
2010,3,6,23,9971
2010,3,7,0,9600
2010,3,7,1,9399
2010,3,7,2,9350
2010,3,7,3,9372
2010,3,7,4,9615
2010,3,7,5,10067
2010,3,7,6,10637
2010,3,7,7,11270
2010,3,7,8,11763
2010,3,7,9,12023
2010,3,7,10,12053
2010,3,7,11,11924
2010,3,7,12,11708
2010,3,7,13,11663
2010,3,7,14,11891
2010,3,7,15,12543
2010,3,7,16,13214
2010,3,7,17,13555
2010,3,7,18,13518
2010,3,7,19,12862
2010,3,7,20,11968
2010,3,7,21,11098
2010,3,7,22,10339
2010,3,7,23,9828
2010,3,8,0,9571
2010,3,8,1,9542
2010,3,8,2,9853
2010,3,8,3,10685
2010,3,8,4,12022
2010,3,8,5,13524
2010,3,8,6,14846
2010,3,8,7,15698
2010,3,8,8,16049
2010,3,8,9,16125
2010,3,8,10,16111
2010,3,8,11,16001
2010,3,8,12,15862
2010,3,8,13,15719
2010,3,8,14,15489
2010,3,8,15,15585
2010,3,8,16,15604
2010,3,8,17,15444
2010,3,8,18,15105
2010,3,8,19,14205
2010,3,8,20,13103
2010,3,8,21,12002
2010,3,8,22,11073
2010,3,8,23,10429
2010,3,9,0,10076
2010,3,9,1,9992
2010,3,9,2,10264
2010,3,9,3,11013
2010,3,9,4,12236
2010,3,9,5,13624
2010,3,9,6,14796
2010,3,9,7,15491
2010,3,9,8,15698
2010,3,9,9,15637
2010,3,9,10,15523
2010,3,9,11,15366
2010,3,9,12,15240
2010,3,9,13,15160
2010,3,9,14,15011
2010,3,9,15,15217
2010,3,9,16,15357
2010,3,9,17,15281
2010,3,9,18,14997
2010,3,9,19,14127
2010,3,9,20,13034
2010,3,9,21,11934
2010,3,9,22,11006
2010,3,9,23,10333
2010,3,10,0,9954
2010,3,10,1,9864
2010,3,10,2,10142
2010,3,10,3,10916
2010,3,10,4,12170
2010,3,10,5,13596
2010,3,10,6,14811
2010,3,10,7,15516
2010,3,10,8,15725
2010,3,10,9,15695
2010,3,10,10,15608
2010,3,10,11,15509
2010,3,10,12,15415
2010,3,10,13,15327
2010,3,10,14,15208
2010,3,10,15,15354
2010,3,10,16,15411
2010,3,10,17,15258
2010,3,10,18,14891
2010,3,10,19,14041
2010,3,10,20,12975
2010,3,10,21,11913
2010,3,10,22,11012
2010,3,10,23,10363
2010,3,11,0,10010
2010,3,11,1,9925
2010,3,11,2,10189
2010,3,11,3,10947
2010,3,11,4,12234
2010,3,11,5,13713
2010,3,11,6,14983
2010,3,11,7,15773
2010,3,11,8,16021
2010,3,11,9,15967
2010,3,11,10,15863
2010,3,11,11,15707
2010,3,11,12,15588
2010,3,11,13,15501
2010,3,11,14,15396
2010,3,11,15,15507
2010,3,11,16,15536
2010,3,11,17,15372
2010,3,11,18,14929
2010,3,11,19,14060
2010,3,11,20,12968
2010,3,11,21,11851
2010,3,11,22,10928
2010,3,11,23,10259
2010,3,12,0,9872
2010,3,12,1,9769
2010,3,12,2,10028
2010,3,12,3,10768
2010,3,12,4,12038
2010,3,12,5,13522
2010,3,12,6,14819
2010,3,12,7,15675
2010,3,12,8,16001
2010,3,12,9,15996
2010,3,12,10,15904
2010,3,12,11,15707
2010,3,12,12,15468
2010,3,12,13,15298
2010,3,12,14,15138
2010,3,12,15,15198
2010,3,12,16,15191
2010,3,12,17,14924
2010,3,12,18,14399
2010,3,12,19,13550
2010,3,12,20,12570
2010,3,12,21,11606
2010,3,12,22,10782
2010,3,12,23,10094
2010,3,13,0,9638
2010,3,13,1,9416
2010,3,13,2,9399
2010,3,13,3,9576
2010,3,13,4,10064
2010,3,13,5,10889
2010,3,13,6,11816
2010,3,13,7,12637
2010,3,13,8,13181
2010,3,13,9,13321
2010,3,13,10,13262
2010,3,13,11,13118
2010,3,13,12,12961
2010,3,13,13,12943
2010,3,13,14,13041
2010,3,13,15,13373
2010,3,13,16,13613
2010,3,13,17,13575
2010,3,13,18,13278
2010,3,13,19,12591
2010,3,13,20,11767
2010,3,13,21,10975
2010,3,13,22,10230
2010,3,13,23,9626
2010,3,14,0,9214
2010,3,14,1,8976
2010,3,14,2,8902
2010,3,14,3,8924
2010,3,14,4,9169
2010,3,14,5,9680
2010,3,14,6,10323
2010,3,14,7,11007
2010,3,14,8,11570
2010,3,14,9,11883
2010,3,14,10,11983
2010,3,14,11,11965
2010,3,14,12,11836
2010,3,14,13,11804
2010,3,14,14,12019
2010,3,14,15,12556
2010,3,14,16,13105
2010,3,14,17,13352
2010,3,14,18,13214
2010,3,14,19,12526
2010,3,14,20,11603
2010,3,14,21,10724
2010,3,14,22,9946
2010,3,14,23,9437
2010,3,15,0,9216
2010,3,15,1,9210
2010,3,15,2,9543
2010,3,15,3,10345
2010,3,15,4,11624
2010,3,15,5,13054
2010,3,15,6,14272
2010,3,15,7,15050
2010,3,15,8,15336
2010,3,15,9,15420
2010,3,15,10,15475
2010,3,15,11,15451
2010,3,15,12,15446
2010,3,15,13,15454
2010,3,15,14,15413
2010,3,15,15,15573
2010,3,15,16,15589
2010,3,15,17,15352
2010,3,15,18,14850
2010,3,15,19,13906
2010,3,15,20,12783
2010,3,15,21,11688
2010,3,15,22,10752
2010,3,15,23,10094
2010,3,16,0,9729
2010,3,16,1,9609
2010,3,16,2,9880
2010,3,16,3,10638
2010,3,16,4,11883
2010,3,16,5,13301
2010,3,16,6,14500
2010,3,16,7,15236
2010,3,16,8,15476
2010,3,16,9,15453
2010,3,16,10,15377
2010,3,16,11,15234
2010,3,16,12,15107
2010,3,16,13,15001
2010,3,16,14,14800
2010,3,16,15,14911
2010,3,16,16,14990
2010,3,16,17,14854
2010,3,16,18,14559
2010,3,16,19,13744
2010,3,16,20,12692
2010,3,16,21,11635
2010,3,16,22,10733
2010,3,16,23,10083
2010,3,17,0,9703
2010,3,17,1,9617
2010,3,17,2,9869
2010,3,17,3,10594
2010,3,17,4,11799
2010,3,17,5,13170
2010,3,17,6,14331
2010,3,17,7,15015
2010,3,17,8,15200
2010,3,17,9,15128
2010,3,17,10,15059
2010,3,17,11,14939
2010,3,17,12,14822
2010,3,17,13,14753
2010,3,17,14,14567
2010,3,17,15,14688
2010,3,17,16,14788
2010,3,17,17,14661
2010,3,17,18,14360
2010,3,17,19,13583
2010,3,17,20,12533
2010,3,17,21,11470
2010,3,17,22,10573
2010,3,17,23,9883
2010,3,18,0,9516
2010,3,18,1,9429
2010,3,18,2,9712
2010,3,18,3,10457
2010,3,18,4,11671
2010,3,18,5,13024
2010,3,18,6,14170
2010,3,18,7,14896
2010,3,18,8,15118
2010,3,18,9,15101
2010,3,18,10,15030
2010,3,18,11,14917
2010,3,18,12,14820
2010,3,18,13,14752
2010,3,18,14,14618
2010,3,18,15,14732
2010,3,18,16,14842
2010,3,18,17,14749
2010,3,18,18,14408
2010,3,18,19,13593
2010,3,18,20,12517
2010,3,18,21,11449
2010,3,18,22,10573
2010,3,18,23,9913
2010,3,19,0,9528
2010,3,19,1,9419
2010,3,19,2,9660
2010,3,19,3,10392
2010,3,19,4,11651
2010,3,19,5,13073
2010,3,19,6,14338
2010,3,19,7,15163
2010,3,19,8,15447
2010,3,19,9,15447
2010,3,19,10,15354
2010,3,19,11,15163
2010,3,19,12,14974
2010,3,19,13,14842
2010,3,19,14,14705
2010,3,19,15,14762
2010,3,19,16,14719
2010,3,19,17,14424
2010,3,19,18,13906
2010,3,19,19,13090
2010,3,19,20,12159
2010,3,19,21,11255
2010,3,19,22,10476
2010,3,19,23,9837
2010,3,20,0,9405
2010,3,20,1,9198
2010,3,20,2,9173
2010,3,20,3,9343
2010,3,20,4,9844
2010,3,20,5,10675
2010,3,20,6,11632
2010,3,20,7,12474
2010,3,20,8,12994
2010,3,20,9,13116
2010,3,20,10,12993
2010,3,20,11,12774
2010,3,20,12,12567
2010,3,20,13,12498
2010,3,20,14,12597
2010,3,20,15,12908
2010,3,20,16,13168
2010,3,20,17,13140
2010,3,20,18,12866
2010,3,20,19,12254
2010,3,20,20,11471
2010,3,20,21,10720
2010,3,20,22,9976
2010,3,20,23,9378
2010,3,21,0,8973
2010,3,21,1,8759
2010,3,21,2,8702
2010,3,21,3,8723
2010,3,21,4,8957
2010,3,21,5,9429
2010,3,21,6,10037
2010,3,21,7,10672
2010,3,21,8,11182
2010,3,21,9,11416
2010,3,21,10,11408
2010,3,21,11,11273
2010,3,21,12,11043
2010,3,21,13,10991
2010,3,21,14,11177
2010,3,21,15,11682
2010,3,21,16,12344
2010,3,21,17,12688
2010,3,21,18,12700
2010,3,21,19,12205
2010,3,21,20,11340
2010,3,21,21,10474
2010,3,21,22,9726
2010,3,21,23,9237
2010,3,22,0,9014
2010,3,22,1,9028
2010,3,22,2,9352
2010,3,22,3,10113
2010,3,22,4,11369
2010,3,22,5,12808
2010,3,22,6,14019
2010,3,22,7,14804
2010,3,22,8,15079
2010,3,22,9,15078
2010,3,22,10,15035
2010,3,22,11,14913
2010,3,22,12,14809
2010,3,22,13,14694
2010,3,22,14,14512
2010,3,22,15,14534
2010,3,22,16,14574
2010,3,22,17,14473
2010,3,22,18,14170
2010,3,22,19,13457
2010,3,22,20,12407
2010,3,22,21,11335
2010,3,22,22,10433
2010,3,22,23,9789
2010,3,23,0,9445
2010,3,23,1,9364
2010,3,23,2,9634
2010,3,23,3,10335
2010,3,23,4,11506
2010,3,23,5,12835
2010,3,23,6,13963
2010,3,23,7,14687
2010,3,23,8,14928
2010,3,23,9,14906
2010,3,23,10,14853
2010,3,23,11,14727
2010,3,23,12,14600
2010,3,23,13,14506
2010,3,23,14,14319
2010,3,23,15,14372
2010,3,23,16,14483
2010,3,23,17,14390
2010,3,23,18,14106
2010,3,23,19,13369
2010,3,23,20,12308
2010,3,23,21,11254
2010,3,23,22,10369
2010,3,23,23,9739
2010,3,24,0,9384
2010,3,24,1,9302
2010,3,24,2,9579
2010,3,24,3,10276
2010,3,24,4,11472
2010,3,24,5,12813
2010,3,24,6,13930
2010,3,24,7,14663
2010,3,24,8,14870
2010,3,24,9,14860
2010,3,24,10,14811
2010,3,24,11,14707
2010,3,24,12,14604
2010,3,24,13,14507
2010,3,24,14,14319
2010,3,24,15,14254
2010,3,24,16,14285
2010,3,24,17,14161
2010,3,24,18,13880
2010,3,24,19,13260
2010,3,24,20,12285
2010,3,24,21,11271
2010,3,24,22,10399
2010,3,24,23,9758
2010,3,25,0,9406
2010,3,25,1,9303
2010,3,25,2,9525
2010,3,25,3,10177
2010,3,25,4,11292
2010,3,25,5,12584
2010,3,25,6,13709
2010,3,25,7,14403
2010,3,25,8,14679
2010,3,25,9,14713
2010,3,25,10,14718
2010,3,25,11,14704
2010,3,25,12,14654
2010,3,25,13,14592
2010,3,25,14,14461
2010,3,25,15,14486
2010,3,25,16,14556
2010,3,25,17,14435
2010,3,25,18,14090
2010,3,25,19,13365
2010,3,25,20,12314
2010,3,25,21,11260
2010,3,25,22,10381
2010,3,25,23,9746
2010,3,26,0,9381
2010,3,26,1,9289
2010,3,26,2,9489
2010,3,26,3,10124
2010,3,26,4,11261
2010,3,26,5,12594
2010,3,26,6,13811
2010,3,26,7,14665
2010,3,26,8,14998
2010,3,26,9,15046
2010,3,26,10,15025
2010,3,26,11,14883
2010,3,26,12,14704
2010,3,26,13,14541
2010,3,26,14,14304
2010,3,26,15,14192
2010,3,26,16,14163
2010,3,26,17,13954
2010,3,26,18,13564
2010,3,26,19,12936
2010,3,26,20,12036
2010,3,26,21,11112
2010,3,26,22,10319
2010,3,26,23,9657
2010,3,27,0,9218
2010,3,27,1,9010
2010,3,27,2,8977
2010,3,27,3,9116
2010,3,27,4,9583
2010,3,27,5,10365
2010,3,27,6,11239
2010,3,27,7,12017
2010,3,27,8,12474
2010,3,27,9,12545
2010,3,27,10,12405
2010,3,27,11,12186
2010,3,27,12,11955
2010,3,27,13,11858
2010,3,27,14,11912
2010,3,27,15,12151
2010,3,27,16,12510
2010,3,27,17,12602
2010,3,27,18,12440
2010,3,27,19,11949
2010,3,27,20,11149
2010,3,27,21,10380
2010,3,27,22,9678
2010,3,27,23,9142
2010,3,28,0,8804
2010,3,28,1,8660
2010,3,28,2,8660
2010,3,28,3,8755
2010,3,28,4,9033
2010,3,28,5,9485
2010,3,28,6,10036
2010,3,28,7,10642
2010,3,28,8,11103
2010,3,28,9,11320
2010,3,28,10,11324
2010,3,28,11,11188
2010,3,28,12,11121
2010,3,28,13,11226
2010,3,28,14,11397
2010,3,28,15,11724
2010,3,28,16,12055
2010,3,28,17,12099
2010,3,28,18,11898
2010,3,28,19,11315
2010,3,28,20,10466
2010,3,28,21,9721
2010,3,28,22,9222
2010,3,28,23,8967
2010,3,29,0,8958
2010,3,29,1,9215
2010,3,29,2,10002
2010,3,29,3,11291
2010,3,29,4,12709
2010,3,29,5,13987
2010,3,29,6,14760
2010,3,29,7,15037
2010,3,29,8,15104
2010,3,29,9,15087
2010,3,29,10,14996
2010,3,29,11,14893
2010,3,29,12,14757
2010,3,29,13,14506
2010,3,29,14,14186
2010,3,29,15,13958
2010,3,29,16,13837
2010,3,29,17,13586
2010,3,29,18,13182
2010,3,29,19,12401
2010,3,29,20,11342
2010,3,29,21,10429
2010,3,29,22,9758
2010,3,29,23,9400
2010,3,30,0,9316
2010,3,30,1,9554
2010,3,30,2,10323
2010,3,30,3,11512
2010,3,30,4,12862
2010,3,30,5,14033
2010,3,30,6,14736
2010,3,30,7,15016
2010,3,30,8,15032
2010,3,30,9,15060
2010,3,30,10,15035
2010,3,30,11,15015
2010,3,30,12,15018
2010,3,30,13,14822
2010,3,30,14,14515
2010,3,30,15,14221
2010,3,30,16,14001
2010,3,30,17,13701
2010,3,30,18,13263
2010,3,30,19,12500
2010,3,30,20,11459
2010,3,30,21,10538
2010,3,30,22,9858
2010,3,30,23,9467
2010,3,31,0,9354
2010,3,31,1,9597
2010,3,31,2,10366
2010,3,31,3,11618
2010,3,31,4,13036
2010,3,31,5,14243
2010,3,31,6,14947
2010,3,31,7,15185
2010,3,31,8,15230
2010,3,31,9,15255
2010,3,31,10,15240
2010,3,31,11,15193
2010,3,31,12,15120
2010,3,31,13,14903
2010,3,31,14,14598
2010,3,31,15,14407
2010,3,31,16,14224
2010,3,31,17,13930
2010,3,31,18,13511
2010,3,31,19,12526
2010,3,31,20,11406
2010,3,31,21,10469
2010,3,31,22,10617
2010,3,31,23,9833
2010,4,1,0,9505
2010,4,1,1,9405
2010,4,1,2,9443
2010,4,1,3,9830
2010,4,1,4,11267
2010,4,1,5,13275
2010,4,1,6,14702
2010,4,1,7,15397
2010,4,1,8,15570
2010,4,1,9,15682
2010,4,1,10,15469
2010,4,1,11,15480
2010,4,1,12,15285
2010,4,1,13,15059
2010,4,1,14,14872
2010,4,1,15,14571
2010,4,1,16,13887
2010,4,1,17,13653
2010,4,1,18,14154
2010,4,1,19,13859
2010,4,1,20,12765
2010,4,1,21,11754
2010,4,1,22,10612
2010,4,1,23,9869
2010,4,2,0,9500
2010,4,2,1,9362
2010,4,2,2,9369
2010,4,2,3,9693
2010,4,2,4,10842
2010,4,2,5,12239
2010,4,2,6,13725
2010,4,2,7,14455
2010,4,2,8,14650
2010,4,2,9,14469
2010,4,2,10,14424
2010,4,2,11,14324
2010,4,2,12,14072
2010,4,2,13,13784
2010,4,2,14,13649
2010,4,2,15,13771
2010,4,2,16,13282
2010,4,2,17,12936
2010,4,2,18,13296
2010,4,2,19,13017
2010,4,2,20,12155
2010,4,2,21,11379
2010,4,2,22,10326
2010,4,2,23,9503
2010,4,3,0,9064
2010,4,3,1,8883
2010,4,3,2,8792
2010,4,3,3,8819
2010,4,3,4,9215
2010,4,3,5,9746
2010,4,3,6,10946
2010,4,3,7,12042
2010,4,3,8,12539
2010,4,3,9,12703
2010,4,3,10,12671
2010,4,3,11,12519
2010,4,3,12,12318
2010,4,3,13,12095
2010,4,3,14,12056
2010,4,3,15,12248
2010,4,3,16,12244
2010,4,3,17,12216
2010,4,3,18,12595
2010,4,3,19,12180
2010,4,3,20,11502
2010,4,3,21,10652
2010,4,3,22,9755
2010,4,3,23,9025
2010,4,4,0,8628
2010,4,4,1,8431
2010,4,4,2,8371
2010,4,4,3,8380
2010,4,4,4,8545
2010,4,4,5,8735
2010,4,4,6,9598
2010,4,4,7,10446
2010,4,4,8,10974
2010,4,4,9,11124
2010,4,4,10,11148
2010,4,4,11,10952
2010,4,4,12,10757
2010,4,4,13,10641
2010,4,4,14,10643
2010,4,4,15,11186
2010,4,4,16,11416
2010,4,4,17,11325
2010,4,4,18,11715
2010,4,4,19,11755
2010,4,4,20,11124
2010,4,4,21,10264
2010,4,4,22,9360
2010,4,4,23,8730
2010,4,5,0,8405
2010,4,5,1,8334
2010,4,5,2,8353
2010,4,5,3,8440
2010,4,5,4,8770
2010,4,5,5,9059
2010,4,5,6,9843
2010,4,5,7,10791
2010,4,5,8,11332
2010,4,5,9,11395
2010,4,5,10,11322
2010,4,5,11,11101
2010,4,5,12,10906
2010,4,5,13,10791
2010,4,5,14,10913
2010,4,5,15,11516
2010,4,5,16,11608
2010,4,5,17,11596
2010,4,5,18,12108
2010,4,5,19,12076
2010,4,5,20,11232
2010,4,5,21,10229
2010,4,5,22,9314
2010,4,5,23,8773
2010,4,6,0,8596
2010,4,6,1,8586
2010,4,6,2,8634
2010,4,6,3,9079
2010,4,6,4,10558
2010,4,6,5,12463
2010,4,6,6,14041
2010,4,6,7,14718
2010,4,6,8,14891
2010,4,6,9,14731
2010,4,6,10,14691
2010,4,6,11,14653
2010,4,6,12,14473
2010,4,6,13,14280
2010,4,6,14,14078
2010,4,6,15,13986
2010,4,6,16,13243
2010,4,6,17,12944
2010,4,6,18,13290
2010,4,6,19,13404
2010,4,6,20,12298
2010,4,6,21,11195
2010,4,6,22,10068
2010,4,6,23,9328
2010,4,7,0,9025
2010,4,7,1,8900
2010,4,7,2,8937
2010,4,7,3,9317
2010,4,7,4,10679
2010,4,7,5,12481
2010,4,7,6,13979
2010,4,7,7,14638
2010,4,7,8,14754
2010,4,7,9,14816
2010,4,7,10,14621
2010,4,7,11,14665
2010,4,7,12,14561
2010,4,7,13,14425
2010,4,7,14,14299
2010,4,7,15,14224
2010,4,7,16,13514
